Comment,Likes,Category
Waiting for this❤❤,0,Neutral
Epo varum nu wait panitu iruntha intha song ku❤❤,6,Neutral
Malayalam version is also good,0,Positive
Kantara is going to cross 1000 cr and this song is a part of it.  Specially Now Rukmani 😅 ❤,38,Neutral
Love it❤,0,Neutral
Release in Hindi also,0,Neutral
❤❤❤❤ I heard all the versions of this song.... But the Tamil lyrics are literally making me blush🤭❤❤❤❤,16,Neutral
2:04 chinmyee voice ❤❤❤❤,187,Neutral
Love this song ❤,0,Neutral
Ks harishangar ❤❤,2,Neutral
"Truly humbled and grateful to have lent my voice alongside the incredible Chinmayi ma’am for this beautiful track. Heartfelt thanks to Ajaneesh sir, Madhan Karky sir, and Boby ma’am for the opportunity and guidance. Grateful to the entire team of Kantara: Chapter 1 for making this experience so special.",1543,Positive
Not releasing this song b4 movie premiere is smart move cause i mesmerized by the melody n superb lyrics by karki... Kudos to ajenesh loknath.. congratulations from thanes Malaysia.,61,Positive
❤❤❤,0,Neutral
I'm waiting for this song,0,Neutral
❤💎😭,1,Neutral
அப்படியே படத்தையும் பெரிய மனசு பண்ணி வெளில விட்டிங்கன்னா புண்ணியமா போகும்😅😂...,3,Neutral
Madana mana mohini eh use pani irukalam Mayalam version pola. Ithu original version ku romba different ah Iruku.,0,Neutral
தியேட்டர்ல இந்த பாட்ட கேக்கும் போது வந்துச்சு பாரு ஒரு Feeling uh....That's just a AMAZING 👌💥🎧,914,Positive
Starting music vera level vibe❤❤❤❤❤❤,2,Positive
💯💯வெளிச்சமா இருக்குதுன்னு மின்மினி  பின்னாடி பொய்டாதிங்க தொலைஞ்சு பொய்டிவிங்க💯💯,458,Neutral
❤️❤️❤️❤️🔥❤️❤️,0,Neutral
"what a song..!!

what a picturisation..!!

what an eye movement by the heroin...!!

Beautiful presentation...not only this song but entire movie...

And that's why everyone is celebrating this movie not only at national level but globally...

Hats off to DIVINE STAR Rishab Shetty who is the script-writer, actor and director of this movie....",12,Question
Voice of singer is heart melting,3,Neutral
Theatrical magic 🪄... she's screen presence 💎🤌🏻,14,Neutral
"All Language Present 
Kannada ✅
Telugu ✅
Malayalam ✅
Tamil ✅
Hindi ✅",0,Neutral
Proud of cinema industry 💥,1,Neutral
So coolest song,0,Positive
This song😫🎧✨,4,Neutral
நாசமா போன தமிழ் சினிமா இவர்களின் மூத்திரத்தை வாங்கி குடிங்க ஒரு வேற்று மாநில படங்களில் வரும் பாடல்கள் அனைத்தும் அப்படி ஒரு தூய தமிழில் இருக்கிறது இங்கே நாய் கத்திர மாதிரி பாடல்களை கொடுத்து தமிழ் மொழியையும் நாசம் செய்து விட்டார்கள் இங்கே நல்ல தமிழ்  பாடல் ஆசிரியர்கள் இருக்கிறார்கள் அவர்களுக்கு இப்போதைய இசைமைப்பளர்கள் வாய்ப்பு கொடுப்பது இல்லை கண்ட கண்ட நாதிரிகளுக்கு பாடல் எழுத கொடுத்து நாசம் ஆக்குகிறார்கள்,6,Neutral
மதன் கார்க்கி ❤ என்ன ஒரு வரிகள்,80,Neutral
♥️proud of tulunadu,2,Neutral
Chinmayee ❤,8,Neutral
❤❤❤❤,0,Neutral
"My ply list 
My fvt singer Harisankar ❤️❤️🥰",2,Neutral
Can expect this song to play on wedding events,1,Neutral
Who is watching this masterpiece on October 19 2025 ❤🎉,11,Question
Theatre experience was extraordinary 🔥,16,Neutral
Such a....... soothing songs as said being dissolved in This song ❤,4,Neutral
"The Tamil lyrics of this song. Will represent the eternal sweetness of the Tamil . The power of Tamil language. 
“தேன் சுவையும் தெவிட்டாத தென் அமுதும்,
சொல் சுவையும் தெவிட்டாத தமிழும் அவன்.” தமிழ் இனிமை",136,Neutral
what an armpit rukmani,0,Question
Semma fav song ❤,1,Positive
அருமையான படைப்பு❤,3,Neutral
"Omg what a song❤ was waiting for the video song to release, this song hits different...touches the soul...❤❤❤mesmerizing",0,Neutral
In loop,1,Neutral
"Rukmini in this portion😍
Rukmini in climax ☠️",0,Neutral
My phone ringtone ❤ யாரு எல்லாம் இந்த சாங் பிடிக்கும் 🎉,1,Neutral
❤❤❤,0,Neutral
"Tribute to KANTARA Chapter 1
https://youtu.be/rzzqbN2HkT8?si=MVOdYEf8lyCvamqK",0,Neutral
Nice 💐🇮🇳,0,Positive
தமிழ் பாடல் வரிகளை இன்றும் வாழ வைக்கும் சில பாடலாசிரியர்களில் மதன் கார்க்கி மிகவும் முக்கியமானவர்,93,Neutral
Malayalam version ❤🎉,0,Neutral
"The heart wants that love❤️‍🩹, but the brain doesn't want that love.😵‍💫📈",2,Neutral
Malayalam dubbed version is best,0,Positive
Song❤,1,Neutral
Most fav one 🤌🏻❤️🥺,0,Neutral
This song is ruleing my playlist ❤❤❤😊😊😊 thank you for this masterpiece 🙏🏻,1,Neutral
❤,1,Neutral
1:54 tulu script 😊,8,Neutral
உலகே பொய்யடி .....கனவே மெய்யடி .....❤🪄,25,Neutral
"02:30 - *Spa was a setup for getting a Beme DNA for Vashikaran(Black magic).* Tantra requires a person's used cloth, Nails, Hairs to do the Black magic.
Here Leader of the Kantara needs to be done Blackmagic to give land to king.",18,Neutral
Harishankar voice ❤️,2,Neutral
"Vaeynguzhalilizhaindhaayadee
en kaadhaiyae!
menmayangikkidandhaenadee
en boadhaiyae!
vaelenRaRuthidum vizhihaL
iraNdil nee thaakkinaay - undhan
maarbai iRukkidum thuNiyaal
enai nee kaidhaakkinaay
ulagae poyyadee
kanavae meyyadee
adhil vaazhvoamaa poongoadhaiyae!
theeyen-Reriyung-gaadonRil
keechaak kiLiha LuRavaada
neeNdae viriyum visumbenRae
theeNdaa aekkam virindhaada
vaeynguzhalilizhaindhaayadee
en kaadhaiyae!
menmayangikkidandhaenadee
en boadhaiyae!
thurumbena iLaithivaL urumaaRa
virundhaaha enai parimaaRa
karungani chuvaiyinil uyir ooRa
thuRandhaenae naaNam vaeRiyaeRa
nee innumminnuminnumnnum vaeNdumae
ena enadhidhazh unadhudal theeNdumae
ae unai idaiyaNi ena pooNdumae
nee iRangida irudhayam thooNdumae
iRangaadhaeRaeno
uyiraay maaRaenoaa
valithaangaayoa poongoadhaiyae oa!
theeyen Reriyung kaadonRil
keechaak kiLiha LuRavaada
neeNdae viriyum visumbenRae
theeNdaa aekkam virindhaada
vaelenRaRuthidum vizhihaL
iraNdil nee thaakkinaay - undhan
maarbai iRukkidum thuNiyaal
enai nee kaidhaakkinaay
ulagae poyyadee
kanavae meyyadee
adhil vaazhvoamaa poongoadhaiyae",0,Neutral
I am waiting for this version thank u song🎵🎵,0,Neutral
தியேட்டர் ல இந்த பாட்டு சரியான Vibe uh 😂❤,21,Neutral
வேங்கு (ழ) லில் இ (ழை) ந்தாயடி - தமிழ் வரிகள் அருமை ❤,2,Neutral
"ஆண்: வேய்ங்குழலில் இழைந்தாயடி என் காதையே,
மென்மயங்கிக் கிடந்தேனடி என் போதையே,
வேலென்றறுத்திடும் விழிகள் இரண்டில் நீ தாக்கினாய்
உந்தன் மார்பை இருக்கிடும் துணியால் எனை நீ கைதாக்கினாய்,
உலகே பொய்யடி
உணர்வே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே...ஓ
பிண்ணனி : தீயென்றெரியுங் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட
ஆண்: வேய்ங்குழலில் இழைந்தாயடி என் காதையே,
மென்மயங்கிக் கிடந்தேனடி என் போதையே,
ஆண்: துரும்பென இளைத்திவள் உருமாற
விருந்தாக எனை பரிமாற
பெண்: கருங்கனிச் சுவையினில் உயிர் ஊற
துறந்தேனே நாணம் வெறியேற
ஆண்: நீ இன்னும் இன்னும் இன்னும் இன்னும் வேண்டுமே
என எனதிதழ் உனதுடல் தீண்டுமே
பெண்: ஏ... உனை இடையணி என பூண்டுமே
நீ இரங்கிட இருதயம் தூண்டுமே
ஆண்: இரங்காதேரேனோ
உயிராய் மாறேனோ
வலி தாங்காயோ பூங்கோதையே... ஓ
பிண்ணனி: தீயென்றெரியுங் காடொன்றில்
கீச்சாக் கிளிகள் உறவாட
நீண்டே விரியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட
ஆண்: வேலென்றறுத்திடும் விழிகள் இரண்டில் நீ தாக்கினாய்
உந்தன் மார்பை இருக்கிடும் துணியால் எனை நீ கைதாக்கினாய்,
உலகே பொய்யடி
உணர்வே மெய்யடி
அதில் வாழ்வோமா பூங்கோதையே...ஓ",54,Neutral
"Searched everywhere in YouTube, Spotify, and on the net; finally, hombale released ❤",5,Neutral
All Indians responsibility to get this past 1000 crore only then it will set the benchmark for upcoming movie makers or eat only average movies❤,0,Neutral
0:15  My god 😍😍😍😍😍😍😍😍😍,4,Neutral
Harishankar and chinmayi❤️‍🔥❤️,1,Neutral
വെളിച്ചം തേടി മിന്നാമിനിങ്ങിന്റെ കൂടെ പോകരുത് അത് അപകടമാണ് 😊,7,Neutral
Much awaited video song ❤,0,Neutral
Beautiful Song One Of My Favourite❤❤❤,1,Positive
"What a film, what a production house to produce such a wonderful picture representing our culture😊 @hombale glfilms",0,Question
2:58 The moment when her real face was revealed,15,Neutral
My favourite ❤❤❤,0,Neutral
Recent favourite song ❤,1,Neutral
My favourite song ❤,0,Neutral
My Most Fav Song 🤍.... Anta Bgm Music  vera matri 🔥 @amirthajothi❤,0,Neutral
உயிர் உங்களுடையது தேவி💎🎶🙇💫 Rukmani,0,Neutral
0:01 I love the voice that the man expresses in the classical way ❤❤,5,Neutral
❤❤,0,Neutral
02:17 This scene is similar to 1st Kantara where village people are watching a movie while Leela signals Shiva to come alone.. 😅,87,Neutral
I don't know why... It's in my loop....,0,Neutral
Rukku lover here❤,0,Neutral
Rishabh shetty always delivered fantastic songs 🎉🎉🎉,0,Positive
Much awaited ❤❤❤,0,Neutral
😇,0,Neutral
My fav song❤,0,Neutral
Superb song.... Repeat Mode🎶🎵🎵 bgm 🔥 tamil version 📈📈📈absolutely mind- blowing.....❤❤❤❤,1,Positive
Favorite song of the year ❤🎉,0,Neutral
🎉,0,Neutral
Madan Karky..❤,0,Neutral
Most awaited song💎💙💞❤️,1,Neutral
Theatre-laye intha paatu vibe ah irunthuchu ❤️‍🔥🔱,34,Neutral
Wow what song and Lyrics ❤,0,Neutral
Nothing to say about tge tamil version 🫠🤍,1,Neutral
🤍💎🌸,1,Neutral
❤️‍🔥1:40 KS HARISHANKAR 😇❤,10,Neutral
❤❤❤,0,Neutral
Iam in Loop🔄 🎶❤️❤️,3,Neutral
Magic starts from 1.27 😍😍😍😍😍,2,Neutral
Eppo varunu kathutu irunthe intha oru song kaga theater 3 time poitu parthe ❤🫀🥺,12,Question
Theatre experience of this song was 🔥😭🙌💎,4622,Neutral
Everyone's favorite song 2025❤😍,23,Neutral
🇰‌🇦‌🇳‌🇹‌🇦‌🇷‌🇦‌💥💥💥💥👌,7,Neutral
1 number 🔥,0,Neutral
"Perfect example for -
"" Never Judge the person by their face "" 💀
IYKYK",16,Positive
02:11 This portion hits different ❤🔥,41,Neutral
Beautiful heart touching song❤,1,Positive
Lyrics ❤️ perfect match with music,0,Positive
"Recent Addict ❤
After watching film before 10 days..still முனுமுனுத்துக்கிட்டே இருக்கும் Song 🎉",213,Neutral
I literally waiting for this song..❤,6,Neutral
0:01 Dheem tha dhana dheem. I just love it ❤❤❤❤❤🎉🎉 and from 0:16 it leads to another world 🌎❤❤,13,Neutral
Finally i got,0,Neutral
It really make me hypnotize,1,Neutral
manase uruguthu intha paatle,0,Neutral
Man what a mesmerizing song!❤,10,Neutral
2:43 the plot,38,Neutral
❤❤❤,0,Neutral
Chinmayi portion ❤,44,Neutral
Everyone's Favourite Song Now 😅,2643,Neutral
Super song,2,Positive
Madan karky enga irundhuya edukkura indha varthaigala....vaenghulalil ezhaindhayadi....🤤🤤,1,Neutral
"After watching the film, I can’t help but wonder if the playful sword fighting scene at 1:26 was actually foreshadowing Kanakavathi testing Berme’s sword skills 😂",361,Neutral
Please sumit in Hindi language ❤,0,Neutral
இது போன்ற தமிழ் வரிகள் இப்போது எட்டா கனியாக உள்ளது ❤,1554,Neutral
Madhan Karky ❤🤯,6,Neutral
0:16 this bgm❤,1013,Neutral
Madan karky 😊😊❤,6,Neutral
"1000CR loading!
Tamil fans like❤🎉",446,Neutral
1:26 ❤,24,Neutral
Heroin ❌ Villian ✅,2,Neutral
Vera level Love feel song ❤,9,Positive
❤,2,Neutral
Wowww,2,Neutral
Finally the wait is gone❤,55,Neutral
"This song was a surprise heart stealer while watching the movie! 🩵 Music, visuals, and the weather in the song look so cozy and beautiful! 🌧",36,Positive
Chinmayi ❤❤❤,20,Neutral
One of the Earliest comment,4,Neutral
Felt tha bgmm❤❤❤❤,6,Neutral
Thanks for uploading,5,Neutral
I am the 4 viewer,1,Neutral
Song 😩❤️‍🩹,6,Neutral
I like name BERME ❤❤,9,Neutral
Very good day today and what the music movie should be deserves 1000 cr,105,Suggestion
Semma 👍💯,4,Positive
We hope it will be gross 1000crs,14,Neutral
"“Vaenguzhalil Ezhaindayadi” from Kantara Chapter 1 is a soul-touching masterpiece that beautifully blends divine emotion, mesmerizing visuals, and heartfelt music. The Tamil lyrics flow like poetry, perfectly matched with the serene background and powerful performances by Rishab Shetty and Rukmini. Every frame feels sacred and filled with nature’s essence — truly a song that connects the heart and soul. 🌿🎶",56,Positive
First view,1,Neutral
Awaiting for this one❤❤❤,5,Neutral
Beautiful Bgm song 😍👌🏻👌🏻👌🏻✨🥰,53,Positive
First like❤❤,0,Neutral
🔥✨💯,2,Neutral
